datetime,url,title
2023-11-19 13:33:20.049047,https://www.wsj.com/articles/iraqs-delicate-balancing-act-iran-u-s-palestinians-iraqis-conflict-war-6bb6a45d?page=1,Opinion: Iraq’s Delicate Balancing Act With Iran and the U.S.
2023-11-19 12:52:20.049103,https://www.wsj.com/world/middle-east/gaza-hospital-is-now-a-death-zone-says-u-n-after-visit-e9ddcf09?page=1,"Israel, Hamas Close In on Hostage Deal Amid Mounting Scrutiny of Gaza Death Toll"
2023-11-19 12:50:20.049149,https://www.wsj.com/world/middle-east/israels-war-in-gaza-tests-limits-of-bidens-support-8a3e7d3b?page=1,Israel’s War in Gaza Tests Limits of Biden’s Support
2023-11-19 04:50:20.049194,https://www.wsj.com/world/americas/argentina-votes-for-new-president-to-confront-economic-crisis-99b73b86?page=1,Argentina Votes for New President to Confront Economic Crisis
2023-11-18 21:50:20.049237,https://www.wsj.com/world/middle-east/for-postwar-gaza-differences-grow-over-palestinian-leadership-role-438a6b5f?page=1,"For Postwar Gaza, Differences Grow Over Palestinian Leadership Role"
2023-11-18 15:50:20.049280,https://www.wsj.com/world/middle-east/hundreds-of-patients-evacuate-gazas-largest-hospital-as-israel-tightens-grip-989df07e?page=1,Hundreds of Palestinians Evacuate Gaza’s Largest Hospital as Israel Tightens Control
2023-11-18 07:01:00.000000,https://www.wsj.com/world/middle-east/israel-hamas-war-puts-palestinians-back-on-arab-worlds-agenda-82186d0c?page=1,Israel-Hamas War Puts Palestinians Back on Arab World’s Agenda
2023-11-18 00:04:00.000000,https://www.wsj.com/politics/policy/israel-ukraine-china-foreign-challenges-hinder-bidens-re-election-bid-020a0df7?page=1,"Israel, Ukraine, China: Foreign Challenges Hinder Biden’s Re-Election Bid"
2023-11-17 17:58:00.000000,https://www.wsj.com/world/middle-east/israel-says-it-is-close-to-dismantling-hamas-military-system-in-northern-gaza-4b339fcb?page=1,Israel to Allow Limited Delivery of Fuel Into Gaza
2023-11-17 17:43:00.000000,https://www.wsj.com/articles/uncivil-servants-foreign-policy-bureaucrats-target-israel-war-gaza-3bb7ceff?page=1,Opinion: Uncivil Servants: Foreign Policy Bureaucrats Target Israel
2023-11-17 17:04:00.000000,https://www.wsj.com/articles/hamass-barbarity-heightens-the-crisis-in-higher-education-free-speech-anti-semitism-0eb27bd9?page=1,Opinion: Hamas’s Barbarity Heightens the Crisis in Higher Education
2023-11-17 15:14:00.000000,https://www.wsj.com/tech/tiktok-osama-bin-laden-antisemitism-6580384e?page=1,"Osama bin Laden, Antisemitism and a Viral Tweet: Why TikTok Is Facing Its Biggest Threat"
2023-11-17 14:57:00.000000,https://www.wsj.com/articles/proxy-wars-from-sparta-to-ukraine-and-gaza-paul-rahe-7bffc1ca?page=1,Opinion: Proxy Wars From Sparta to Ukraine and Gaza
2023-11-17 13:55:00.000000,https://www.wsj.com/world/middle-east/israel-takes-fight-underground-to-hamass-vast-gaza-tunnel-network-2572b1d5?page=1,Israel Takes Fight Underground to Hamas’s Gaza Tunnel Network
2023-11-17 12:24:00.000000,https://www.wsj.com/world/middle-east/hamas-hostages-israel-gaza-41432124?page=1,Hamas Took More Than 200 Hostages From Israel. Here’s What We Know.
2023-11-17 06:00:00.000000,https://www.wsj.com/articles/how-one-startup-exec-took-charge-while-his-ceo-fought-in-the-israel-hamas-war-03c81dfc?page=1,How One Startup Exec Took Charge While His CEO Fought in the Israel-Hamas War
2023-11-17 00:01:00.000000,https://www.wsj.com/world/middle-east/israel-gen-z-goes-to-war-e9cc0ae3?page=1,Israel’s Generation Z Flung From Innocence Into War
2023-11-16 20:39:00.000000,https://www.wsj.com/articles/corrections-amplifications-a55c2e40?page=1,Corrections & Amplifications
2023-11-16 19:58:00.000000,https://www.wsj.com/articles/israel-palestine-students-berkeley-university-free-speech-8a4a3a17?page=1,Opinion: A Chilling Effect on Pro-Palestinian Speech
2023-11-16 17:37:00.000000,https://www.wsj.com/world/middle-east/israel-searches-for-more-evidence-of-hamas-presence-at-gazas-largest-hospital-123e50e5?page=1,Israel Releases Footage of Tunnel at Gaza’s Largest Hospital
2023-11-16 17:37:00.000000,https://www.wsj.com/world/middle-east/israel-searches-for-more-evidence-of-hamas-presence-at-gazas-largest-hospital-123e50e5?page=2,Israel Releases Footage of Tunnel at Gaza’s Largest Hospital
2023-11-16 15:57:00.000000,https://www.wsj.com/articles/gaza-palestinian-refugees-west-middle-east-ac31cea9?page=2,Opinion: Why Should Gazans Leave the Middle East?
2023-11-16 13:25:00.000000,https://www.wsj.com/articles/the-hamas-big-fish-who-got-away-79184d1a?page=2,Opinion: The Hamas Big Fish Who Got Away
2023-11-16 10:00:00.000000,https://www.wsj.com/world/russia/its-time-to-end-magical-thinking-about-russias-defeat-f6d0b8de?page=2,It’s Time to End Magical Thinking About Russia’s Defeat
2023-11-16 06:55:00.000000,https://www.wsj.com/world/middle-east/detained-beaten-underfed-gazan-workers-in-israel-describe-ordeal-after-oct-7-attack-74f39395?page=2,Gazans Went to Work in Israel on Oct. 7. Then Israel Detained Many of Them.
