,datetime,url,title
0,2023-10-27 21:23:02.676207,https://www.foxnews.com/live-news/october-27-israel-hamas-war,"Israel launches second ground incursion into Gaza, Hamas commander killed in airstrike"
1,2023-10-26 21:23:02.676252,https://www.foxnews.com/live-news/israel-hamas-war-october-26,Israel conducts ground incursion in Gaza tanks roll through border area
2,2023-10-30 17:23:02.676287,https://www.foxnews.com/live-news/october-30-israel-hamas-war,"Israeli military pushes deeper into Gaza as IDF targets Hamas anti-tank, rocket positions"
3,2023-10-29 21:23:02.676322,https://www.foxnews.com/video/6340044924112,WATCH LIVE: Live look at Israel-Gaza border as war rages  | Fox News Video
4,2023-10-28 21:23:02.676355,https://www.foxnews.com/video/6340093735112,WATCH LIVE: Live look at Israel-Gaza border as war rages | Fox News Video
5,2023-10-29 21:23:02.676388,https://www.foxnews.com/video/6340111009112,WATCH LIVE: Look at Gaza skyline as the Israel-Hamas war rages | Fox News Video
6,2023-10-28 21:23:02.676421,https://www.foxnews.com/video/6339981096112,"WATCH LIVE: Live look at Gaza as Israel-Hamas war rages
 | Fox News Video"
7,2023-10-30 13:23:02.676455,https://www.foxnews.com/video/6340153726112,Trey Yingst details humanitarian concerns in Gaza as war against Hamas rages | Fox News Video
8,2023-10-23 21:23:02.676488,https://www.foxnews.com/live-news/october-23-israel-hamas-war,Israel remains poised for Gaza invasion as airstrikes on Hamas continue
9,2023-10-30 10:23:02.676521,https://www.foxnews.com/video/6340145583112,WATCH LIVE: Look at Gaza skyline as the Israel-Hamas war rages | Fox News Video
10,2023-10-29 21:23:02.676554,https://www.foxnews.com/live-news/october-29-israel-hamas-war,Israel expands ground operations in Gaza as Netanyahu announces 'second stage' of war against Hamas
11,2023-09-30 21:23:02.676586,https://www.foxnews.com/world/israel-hamas-terrorists-reoccurring-battles-around-gaza-strip,"Israel, Hamas terrorists and the reoccurring battles around the Gaza Strip"
12,2023-10-23 21:23:02.676618,https://www.foxnews.com/politics/biden-claims-pope-francis-same-page-us-israel-gaza-war-pontiff-calls-peace-report,Biden claims Pope Francis 'on the same page' as US on Israel-Gaza war; pontiff calls for peace: Report
